Customer_ID,Customer_Name,Region,Signup_Date
C0761,jane doe,West.,2022-12-03
C0762,J. Smith,North,2022-10-01
C0763,bob,Unknown,2020-05-02
C0764,John Doe,North,2023-10-04
C0765,jane doe,Unknown,2021-12-08
C0766,jane doe,West.,2020-11-25
C0767,Unknown,Unknown,2023-12-03
C0768,jane doe,East,2022-09-17
C0769,J. Smith,Unknown,2020-11-18
C0770,bob,Unknown,2023-02-08
C0771,bob,West.,2022-02-08
C0772,John Doe,Unknown,2023-01-17
C0773,Unknown,West.,2021-03-08
C0774,John Doe,East,2021-12-10
C0775,jane doe,West.,2022-03-04
C0776,John Doe,North,2021-12-12
C0777,J. Smith,West.,2023-01-27
C0778,bob,East,2021-06-22
C0779,jane doe,West,2021-08-23
C0780,John Doe,Unknown,2023-03-15
C0781,Unknown,West.,2020-09-13
C0782,J. Smith,Unknown,2023-04-27
C0783,J. Smith,South,2023-06-17
C0784,John Doe,North,2022-05-20
C0785,bob,North,2022-06-17
C0786,John Doe,South,2022-03-19
C0787,jane doe,South,2021-11-07
C0788,John Doe,West.,2020-09-27
C0789,J. Smith,South,2021-07-03
C0790,John Doe,West,2023-02-11
C0791,bob,Unknown,2023-09-24
C0792,Unknown,Unknown,2021-07-21
C0793,Alice,East,2022-09-12
C0794,John Doe,South,2020-12-24
C0795,bob,South,2023-09-19
C0796,bob,West,2023-04-07
C0797,Unknown,North,2023-09-24
C0798,J. Smith,North,2022-03-08
C0799,bob,Unknown,2023-07-08
C0800,bob,Unknown,2022-06-05
C0801,bob,West.,2023-05-07
C0802,bob,West,2020-07-29
C0803,jane doe,East,2020-10-13
C0804,jane doe,East,2022-01-12
C0805,J. Smith,West,2022-11-12
C0806,John Doe,East,2023-02-06
C0807,bob,North,2020-10-22
C0808,Unknown,East,2020-01-06
C0809,John Doe,East,2021-07-03
C0810,Unknown,West,2021-11-11
C0811,John Doe,West,2022-03-05
C0812,J. Smith,East,2020-07-21
C0813,bob,South,2020-11-20
C0814,bob,West,2022-04-04
C0815,Alice,West.,2020-08-31
C0816,Unknown,West.,2020-11-22
C0817,John Doe,North,2022-09-13
C0818,John Doe,East,2022-12-06
C0819,jane doe,South,2022-01-30
C0820,Alice,North,2022-11-02
C0821,jane doe,East,2022-06-25
C0822,jane doe,West,2023-11-04
C0823,jane doe,West.,2020-12-30
C0824,Unknown,Unknown,2023-09-27
C0825,Unknown,South,2023-05-29
C0826,J. Smith,Unknown,2020-03-13
C0827,J. Smith,West.,2022-12-05
C0828,jane doe,Unknown,2020-09-30
C0829,Alice,West,2020-07-26
C0830,John Doe,East,2020-05-03
C0831,Unknown,West,2022-10-30
C0832,Alice,Unknown,2023-09-14
C0833,bob,West,2023-04-25
C0834,Unknown,West.,2021-06-26
C0835,Unknown,South,2020-02-29
C0836,J. Smith,West,2022-06-17
C0837,John Doe,West.,2022-06-04
C0838,John Doe,South,2022-02-20
C0839,bob,East,2021-03-17
C0840,bob,Unknown,2023-05-25
C0841,Unknown,East,2022-06-29
C0842,jane doe,North,2022-10-22
C0843,J. Smith,West.,2022-04-11
C0844,J. Smith,South,2022-10-04
C0845,Unknown,West,2023-10-11
C0846,Alice,East,2021-09-17
C0847,jane doe,South,2023-04-03
C0848,Unknown,West.,2022-09-24
C0849,jane doe,North,2022-01-03
C0850,jane doe,East,2020-03-31
C0851,jane doe,Unknown,2020-06-15
C0852,Unknown,South,2022-08-16
C0853,J. Smith,Unknown,2020-07-25
C0854,J. Smith,South,2023-07-29
C0855,jane doe,South,2022-12-24
C0856,Alice,West.,2021-05-30
C0857,John Doe,West.,2023-03-26
C0858,Unknown,West.,2022-01-16
C0859,John Doe,West,2020-11-01
C0860,Alice,South,2021-01-29
C0861,Unknown,East,2023-01-02
C0862,jane doe,Unknown,2020-07-05
C0863,J. Smith,West.,2023-09-22
C0864,John Doe,West.,2021-09-14
C0865,bob,Unknown,2021-12-30
C0866,bob,Unknown,2020-08-27
C0867,Alice,South,2021-06-16
C0868,jane doe,West.,2020-05-20
C0869,John Doe,Unknown,2023-07-12
C0870,jane doe,West,2020-05-18
C0871,John Doe,West,2021-04-03
C0872,Alice,West.,2020-03-10
C0873,Alice,Unknown,2021-01-19
C0874,bob,South,2021-09-21
C0875,jane doe,South,2020-07-16
C0876,Unknown,South,2020-07-23
C0877,bob,North,2021-07-21
C0878,jane doe,West.,2022-09-08
C0879,bob,South,2022-03-15
C0880,Unknown,West,2022-05-08
C0881,J. Smith,Unknown,2022-05-31
C0882,J. Smith,East,2022-08-31
C0883,J. Smith,East,2021-10-01
C0884,J. Smith,South,2023-12-25
C0885,John Doe,East,2020-11-20
C0886,J. Smith,East,2021-03-17
C0887,Unknown,North,2022-03-14
C0888,Alice,West,2020-10-14
C0889,Alice,West,2020-08-13
C0890,John Doe,North,2022-12-23
C0891,J. Smith,North,2022-08-24
C0892,J. Smith,East,2022-07-26
C0893,J. Smith,West.,2021-07-13
C0894,bob,Unknown,2021-12-14
C0895,jane doe,Unknown,2021-05-12
C0896,bob,East,2022-04-28
C0897,jane doe,Unknown,2022-07-14
C0898,J. Smith,North,2020-02-29
C0899,J. Smith,West,2023-11-21
C0900,bob,Unknown,2020-09-13
C0901,bob,East,2021-07-30
C0902,jane doe,West.,2020-08-26
C0903,Alice,East,2020-02-07
C0904,jane doe,South,2020-01-25
C0905,bob,East,2021-02-13
C0906,Unknown,North,2021-04-05
C0907,bob,West,2022-09-14
C0908,Unknown,West,2023-12-11
C0909,John Doe,Unknown,2020-12-22
C0910,bob,North,2021-01-17
C0911,John Doe,South,2023-03-27
C0912,Alice,North,2021-07-22
C0913,jane doe,East,2023-12-27
C0914,Unknown,North,2022-12-07
C0915,jane doe,North,2023-09-13
C0916,John Doe,South,2021-03-08
C0917,Unknown,East,2023-12-25
C0918,jane doe,West.,2020-02-25
C0919,bob,West.,2021-07-30
C0920,J. Smith,West,2020-09-24
C0921,John Doe,Unknown,2020-03-09
C0922,jane doe,North,2022-06-20
C0923,John Doe,West,2022-03-03
C0924,John Doe,South,2020-09-13
C0925,Unknown,West.,2021-11-02
C0926,Unknown,North,2021-05-04
C0927,J. Smith,South,2022-01-15
C0928,bob,Unknown,2020-02-18
C0929,John Doe,South,2020-11-11
C0930,jane doe,North,2021-02-16
C0931,Alice,Unknown,2021-03-09
C0932,John Doe,South,2022-10-22
C0933,John Doe,Unknown,2023-03-14
C0934,J. Smith,North,2023-10-21
C0935,bob,North,2021-02-23
C0936,Alice,Unknown,2022-04-23
C0937,Unknown,East,2022-07-04
C0938,Unknown,West,2021-03-09
C0939,jane doe,South,2021-10-04
C0940,Alice,South,2020-02-26
C0941,Unknown,East,2022-08-21
C0942,jane doe,East,2022-09-03
C0943,bob,East,2023-04-16
C0944,jane doe,West.,2023-08-09
C0945,Unknown,West.,2020-02-15
C0946,J. Smith,Unknown,2023-04-08
C0947,J. Smith,West.,2023-07-18
C0948,J. Smith,North,2021-02-20
C0949,Unknown,Unknown,2022-04-27
C0950,J. Smith,South,2020-05-18
C0951,Alice,West,2020-09-03
C0952,bob,North,2023-03-17
C0953,jane doe,South,2020-08-17
C0954,jane doe,South,2022-03-02
C0955,Unknown,Unknown,2021-09-28
C0956,J. Smith,East,2021-01-08
C0957,J. Smith,East,2023-01-08
C0958,John Doe,North,2022-01-07
C0959,bob,East,2022-12-24
C0960,Alice,South,2020-03-28
C0961,jane doe,East,2023-01-16
C0962,John Doe,West.,2021-12-13
C0963,John Doe,East,2023-05-12
C0964,Unknown,South,2023-11-06
C0965,jane doe,Unknown,2021-08-23
C0966,Unknown,North,2021-06-22
C0967,Alice,West,2020-08-01
C0968,John Doe,East,2020-03-14
C0969,John Doe,South,2020-03-01
C0970,bob,West,2021-11-28
C0971,Alice,West,2023-05-27
C0972,John Doe,West.,2020-01-12
C0973,Alice,West,2022-03-24
C0974,jane doe,Unknown,2023-12-09
C0975,J. Smith,South,2020-02-01
C0976,John Doe,South,2023-03-29
C0977,bob,East,2022-09-27
C0978,jane doe,East,2020-08-24
C0979,Alice,East,2023-04-19
C0980,Unknown,Unknown,2021-07-11
C0981,jane doe,West,2023-09-26
C0982,John Doe,West,2023-01-08
C0983,Alice,West.,2021-10-08
C0984,J. Smith,Unknown,2022-09-13
C0985,jane doe,East,2022-03-30
C0986,John Doe,North,2021-04-17
C0987,bob,West.,2020-04-21
C0988,Unknown,North,2023-08-08
C0989,Alice,West,2021-01-17
C0990,jane doe,West.,2020-01-17
C0991,jane doe,West.,2021-05-07
C0992,J. Smith,South,2023-09-16
C0993,J. Smith,West,2022-07-14
C0994,bob,West,2023-11-30
C0995,Unknown,Unknown,2020-04-26
C0996,bob,West.,2022-05-29
C0997,John Doe,West,2020-04-24
C0998,John Doe,West.,2022-03-24
C0999,bob,Unknown,2021-10-05
C1000,Unknown,Unknown,2023-09-21
C1001,bob,South,2020-12-01
C1002,Unknown,West.,2022-07-10
C1003,Unknown,West,2020-05-26
C1004,Alice,West,2020-05-01
C1005,Unknown,West.,2020-03-21
C1006,J. Smith,West.,2021-11-15
C1007,Unknown,West.,2021-10-23
C1008,Unknown,East,2021-01-09
C1009,Unknown,West,2020-03-03
C1010,John Doe,Unknown,2021-05-18
C1011,J. Smith,West,2021-10-29
C1012,J. Smith,East,2021-03-24
C1013,bob,West.,2023-12-22
C1014,Alice,South,2022-05-17
C1015,Unknown,West.,2023-12-21
C1016,jane doe,West.,2023-12-15
C1017,Alice,East,2023-09-07
C1018,Alice,West,2021-11-10
C1019,J. Smith,West.,2023-04-04
C1020,Alice,West,2021-04-05
C1021,Unknown,North,2021-04-03
C1022,Unknown,Unknown,2023-04-27
C1023,John Doe,West,2021-04-08
C1024,Unknown,South,2022-06-30
C1025,Unknown,Unknown,2021-01-13
C1026,J. Smith,South,2022-10-22
C1027,Unknown,West.,2020-12-29
C1028,John Doe,Unknown,2020-03-12
C1029,jane doe,West,2023-12-21
C1030,J. Smith,Unknown,2021-09-29
C1031,jane doe,West.,2023-04-08
C1032,J. Smith,East,2023-05-13
C1033,bob,South,2020-12-02
C1034,Alice,West.,2020-07-13
C1035,bob,East,2022-10-08
C1036,Unknown,Unknown,2021-10-14
C1037,jane doe,Unknown,2023-07-22
C1038,Unknown,West.,2020-01-07
C1039,Alice,West,2022-06-23
C1040,J. Smith,Unknown,2022-09-05
C1041,Alice,West,2021-07-19
C1042,John Doe,West,2021-09-07
C1043,Alice,West,2021-07-26
C1044,John Doe,North,2021-08-21
C1045,Alice,East,2022-02-08
C1046,John Doe,East,2023-04-16
C1047,jane doe,Unknown,2020-08-29
C1048,Unknown,Unknown,2023-05-11
C1049,Unknown,West,2023-01-08
C1050,bob,North,2023-12-11
C1051,Unknown,West,2022-02-04
C1052,J. Smith,North,2021-01-18
C1053,Alice,West,2021-01-25
C1054,bob,South,2022-06-14
C1055,J. Smith,South,2021-11-18
C1056,J. Smith,West.,2023-02-23
C1057,John Doe,West,2020-02-16
C1058,Unknown,Unknown,2021-09-10
C1059,jane doe,East,2021-04-08
C1060,jane doe,West.,2020-05-02
C1061,bob,Unknown,2020-05-13
C1062,jane doe,South,2022-04-20
C1063,Alice,West,2022-04-28
C1064,jane doe,West.,2021-08-29
C1065,bob,West,2020-01-23
C1066,jane doe,South,2021-07-19
C1067,Alice,West.,2022-02-04
C1068,John Doe,South,2022-08-22
C1069,bob,North,2020-08-22
C1070,John Doe,South,2022-09-22
C1071,John Doe,West,2022-12-18
C1072,John Doe,East,2023-04-02
C1073,J. Smith,South,2022-04-05
C1074,Unknown,Unknown,2020-08-03
C1075,J. Smith,East,2023-04-21
C1076,Unknown,North,2021-10-18
C1077,John Doe,West.,2022-07-23
C1078,bob,West.,2023-01-18
C1079,Unknown,East,2020-11-06
C1080,Alice,West.,2021-07-10
C1081,Alice,South,2022-08-29
C1082,jane doe,East,2020-09-13
C1083,Unknown,West,2021-06-16
C1084,bob,South,2020-02-21
C1085,J. Smith,South,2023-09-23
C1086,John Doe,South,2023-04-09
C1087,jane doe,West,2022-12-26
C1088,Alice,North,2020-10-26
C1089,J. Smith,Unknown,2021-11-02
C1090,J. Smith,West.,2022-02-16
C1091,John Doe,East,2022-04-11
C1092,Unknown,North,2020-08-19
C1093,Alice,East,2022-09-01
C1094,bob,West.,2022-12-27
C1095,J. Smith,West,2020-01-28
C1096,John Doe,South,2022-12-10
C1097,bob,South,2023-07-07
C1098,Unknown,West,2021-08-13
C1099,Alice,North,2022-02-23
C1100,Unknown,North,2021-09-11
C1101,J. Smith,East,2021-08-08
C1102,bob,West,2022-09-28
C1103,bob,North,2020-07-02
C1104,bob,West,2022-11-12
C1105,J. Smith,West.,2020-05-08
C1106,J. Smith,South,2020-10-17
C1107,Unknown,South,2021-05-15
C1108,jane doe,South,2020-07-04
C1109,Unknown,West,2021-04-23
C1110,Alice,West,2021-05-06
C1111,John Doe,East,2021-05-27
C1112,bob,South,2022-12-26
C1113,jane doe,East,2021-04-11
C1114,John Doe,South,2020-10-11
C1115,jane doe,East,2021-08-23
C1116,Unknown,East,2023-12-11
C1117,J. Smith,West.,2023-01-28
C1118,bob,East,2020-07-07
C1119,Unknown,West,2022-09-15
C1120,John Doe,East,2022-06-08
C1121,John Doe,South,2021-01-22
C1122,John Doe,East,2020-08-28
C1123,John Doe,North,2021-02-20
C1124,John Doe,Unknown,2020-06-24
C1125,jane doe,South,2021-01-21
C1126,Unknown,North,2022-05-02
C1127,bob,South,2023-06-10
C1128,J. Smith,West,2021-10-24
C1129,J. Smith,Unknown,2021-03-27
C1130,Unknown,Unknown,2020-10-03
C1131,Unknown,West,2023-06-06
C1132,J. Smith,Unknown,2023-04-09
C1133,J. Smith,West,2020-07-31
C1134,jane doe,North,2023-07-29
C1135,Alice,West.,2020-02-10
C1136,bob,South,2023-02-19
C1137,John Doe,West,2023-06-04
C1138,Alice,South,2020-10-20
C1139,Unknown,North,2021-08-22
C1140,J. Smith,West.,2023-07-14
C1141,Alice,North,2021-06-24
C1142,bob,Unknown,2021-03-26
C1143,Unknown,South,2022-12-20
C1144,John Doe,West.,2023-03-16
C1145,John Doe,Unknown,2022-02-28
C1146,bob,West.,2020-11-29
C1147,bob,Unknown,2022-06-09
C1148,J. Smith,North,2023-03-11
C1149,John Doe,West,2020-02-13
C1150,Unknown,South,2020-05-23
C1151,Alice,East,2020-11-28
C1152,Unknown,East,2022-09-24
C1153,jane doe,North,2023-11-20
C1154,jane doe,South,2020-02-24
C1155,bob,South,2023-08-23
C1156,J. Smith,North,2022-05-19
C1157,jane doe,South,2023-12-17
C1158,John Doe,West,2023-12-11
C1159,Unknown,North,2022-03-07
C1160,Unknown,West,2020-11-20
C1161,bob,South,2020-03-20
C1162,Alice,North,2022-11-20
C1163,bob,South,2022-09-11
C1164,Alice,North,2023-02-09
C1165,bob,South,2021-07-11
C1166,bob,West,2022-05-14
C1167,bob,West,2021-12-17
C1168,Alice,South,2021-04-16
C1169,Alice,North,2020-03-14
C1170,bob,East,2021-08-11
C1171,jane doe,West,2023-11-11
C1172,J. Smith,West,2021-07-17
C1173,J. Smith,Unknown,2023-12-27
C1174,J. Smith,East,2023-12-06
C1175,Alice,South,2021-04-11
C1176,Alice,North,2021-08-21
C1177,jane doe,Unknown,2022-09-18
C1178,J. Smith,South,2022-01-06
C1179,J. Smith,West.,2022-09-20
C1180,bob,West,2020-09-04
C1181,Alice,West.,2023-02-17
C1182,J. Smith,West,2020-03-07
C1183,Unknown,West,2021-07-26
C1184,jane doe,West.,2023-09-12
C1185,Unknown,West.,2021-12-03
C1186,Unknown,South,2021-04-14
C1187,jane doe,Unknown,2021-05-07
C1188,Unknown,Unknown,2021-10-24
C1189,J. Smith,West.,2020-10-12
C1190,Alice,South,2020-11-07
C1191,jane doe,Unknown,2020-11-04
C1192,bob,South,2022-02-13
C1193,Unknown,South,2023-01-25
C1194,jane doe,West,2022-08-22
C1195,John Doe,Unknown,2023-02-10
C1196,John Doe,Unknown,2021-03-31
C1197,Alice,West,2020-05-11
C1198,J. Smith,West.,2022-07-18
C1199,Alice,West,2022-08-22
C1200,Alice,Unknown,2022-07-17
C1201,Alice,Unknown,2020-04-30
C1202,Alice,West.,2023-05-05
C1203,bob,West,2021-09-25
C1204,bob,North,2022-06-15
C1205,jane doe,North,2022-02-10
C1206,John Doe,West.,2022-11-28
C1207,Alice,West,2021-07-19
C1208,jane doe,West,2021-05-26
C1209,John Doe,South,2023-03-30
C1210,Unknown,Unknown,2020-10-15
C1211,J. Smith,East,2020-07-18
C1212,bob,West.,2021-06-11
C1213,Unknown,East,2022-07-05
C1214,John Doe,East,2023-06-25
C1215,Unknown,West.,2023-11-07
C1216,J. Smith,West,2023-05-26
C1217,John Doe,West.,2023-01-15
C1218,Unknown,East,2023-01-10
C1219,bob,Unknown,2022-12-21
C1220,bob,Unknown,2022-03-09
C1221,jane doe,Unknown,2022-12-01
C1222,Unknown,West,2020-01-12
C1223,Alice,North,2022-04-12
C1224,Unknown,West.,2022-04-20
C1225,John Doe,Unknown,2021-10-04
C1226,John Doe,West.,2023-02-12
C1227,Unknown,Unknown,2023-05-26
C1228,J. Smith,West,2020-04-15
C1229,bob,North,2021-11-21
C1230,John Doe,North,2021-06-11
C1231,bob,Unknown,2022-04-25
C1232,John Doe,West,2022-06-11
C1233,jane doe,South,2021-01-21
C1234,Alice,West.,2023-06-03
C1235,John Doe,West.,2021-04-25
C1236,bob,East,2021-02-11
C1237,jane doe,West,2022-06-16
C1238,John Doe,East,2021-12-11
C1239,J. Smith,Unknown,2021-09-30
C1240,Alice,East,2022-11-10
C1241,John Doe,North,2022-03-25
C1242,jane doe,West.,2022-07-06
C1243,J. Smith,East,2020-07-21
C1244,Unknown,North,2021-02-20
C1245,jane doe,West,2021-02-19
C1246,jane doe,East,2020-03-25
C1247,J. Smith,Unknown,2020-06-15
C1248,jane doe,Unknown,2021-01-18
C1249,J. Smith,Unknown,2021-04-12
C1250,John Doe,West.,2022-12-31
C1251,J. Smith,East,2022-03-20
C1252,J. Smith,West,2022-09-23
C1253,Alice,East,2021-04-17
C1254,J. Smith,West.,2022-09-19
C1255,J. Smith,North,2023-07-05
C1256,Unknown,West.,2020-10-01
C1257,John Doe,Unknown,2022-11-09
C1258,Alice,North,2021-05-04
C1259,Unknown,Unknown,2020-11-21
C1260,bob,South,2021-06-12
C1261,John Doe,West.,2022-06-10
C1262,John Doe,West.,2020-03-29
C1263,bob,West,2021-04-30
C1264,J. Smith,East,2021-12-08
C1265,Unknown,North,2020-12-15
C1266,jane doe,North,2023-01-12
C1267,Alice,West,2021-01-21
C1268,jane doe,West,2020-03-27
C1269,bob,East,2020-11-02
C1270,John Doe,Unknown,2023-03-23
C1271,John Doe,East,2021-03-15
C1272,Alice,West.,2022-01-09
C1273,John Doe,Unknown,2020-09-20
C1274,John Doe,South,2022-09-03
C1275,Alice,East,2022-01-04
C1276,Unknown,West,2021-02-24
C1277,Unknown,Unknown,2021-05-07
C1278,Alice,East,2021-09-24
C1279,bob,North,2022-09-19
C1280,John Doe,South,2021-02-14
C1281,John Doe,West.,2020-06-21
C1282,bob,North,2020-01-04
C1283,Unknown,North,2022-05-03
C1284,J. Smith,South,2022-09-12
C1285,J. Smith,West.,2023-02-07
C1286,J. Smith,West,2022-11-26
C1287,Unknown,Unknown,2021-08-05
C1288,Unknown,West.,2022-11-20
C1289,bob,East,2021-01-15
C1290,John Doe,North,2023-07-15
C1291,bob,East,2022-10-31
C1292,bob,West,2020-12-09
C1293,Unknown,East,2020-06-14
C1294,J. Smith,West.,2021-11-30
C1295,jane doe,East,2020-12-07
C1296,John Doe,West,2022-11-08
C1297,Unknown,West,2022-09-06
C1298,J. Smith,West,2023-04-22
C1299,jane doe,West.,2021-06-28
C1300,jane doe,West,2022-10-30
C1301,Unknown,North,2020-07-10
C1302,Alice,West,2020-11-15
C1303,John Doe,East,2021-08-02
C1304,jane doe,Unknown,2021-04-19
C1305,Unknown,East,2021-09-28
C1306,Unknown,Unknown,2021-03-02
C1307,J. Smith,East,2022-12-18
C1308,Alice,West.,2023-12-30
C1309,John Doe,East,2020-04-06
C1310,bob,West.,2021-05-10
C1311,J. Smith,West.,2021-10-22
C1312,jane doe,West,2023-07-25
C1313,jane doe,North,2023-07-12
C1314,J. Smith,Unknown,2020-01-09
C1315,Unknown,West,2021-04-01
C1316,jane doe,West,2020-09-29
C1317,Alice,West.,2022-07-28
C1318,John Doe,West.,2022-10-28
C1319,Alice,Unknown,2020-07-26
C1320,jane doe,East,2023-02-20
C1321,bob,East,2022-11-22
C1322,John Doe,West,2020-07-22
C1323,John Doe,South,2021-06-01
C1324,J. Smith,South,2021-05-31
C1325,J. Smith,East,2021-03-18
C1326,bob,South,2021-11-19
C1327,Unknown,East,2022-04-29
C1328,John Doe,West.,2022-04-12
C1329,bob,West,2020-12-04
C1330,J. Smith,North,2023-03-05
C1331,J. Smith,West,2021-01-21
C1332,John Doe,East,2022-11-14
C1333,Alice,East,2021-05-20
C1334,jane doe,West,2023-09-10
C1335,J. Smith,Unknown,2021-11-10
C1336,Unknown,East,2023-09-23
C1337,Unknown,South,2021-11-20
C1338,J. Smith,South,2022-06-03
C1339,Alice,East,2023-01-23
C1340,Alice,East,2021-09-14
C1341,bob,Unknown,2023-03-15
C1342,Unknown,South,2022-06-11
C1343,bob,East,2022-08-10
C1344,Unknown,East,2023-06-08
C1345,jane doe,Unknown,2022-02-22
C1346,jane doe,Unknown,2021-05-09
C1347,John Doe,West,2022-11-27
C1348,bob,Unknown,2023-12-19
C1349,J. Smith,North,2022-01-16
C1350,bob,South,2021-03-12
C1351,J. Smith,West,2023-10-23
C1352,Alice,North,2020-12-10
C1353,bob,East,2023-03-29
C1354,Alice,East,2021-07-03
C1355,jane doe,West,2022-03-30
C1356,jane doe,Unknown,2021-06-24
C1357,John Doe,East,2020-05-23
C1358,bob,West.,2021-08-10
C1359,Alice,West,2021-10-18
C1360,J. Smith,North,2020-12-10
C1361,jane doe,West,2023-07-16
C1362,jane doe,South,2021-11-26
C1363,J. Smith,Unknown,2020-09-24
C1364,Alice,Unknown,2020-06-17
C1365,Alice,West,2020-02-02
C1366,bob,East,2021-01-11
C1367,bob,East,2023-05-22
C1368,Unknown,West.,2021-01-27
C1369,Unknown,West.,2021-05-03
C1370,John Doe,Unknown,2021-12-22
C1371,jane doe,West.,2022-08-03
C1372,bob,North,2022-11-18
C1373,Alice,West.,2020-02-08
C1374,J. Smith,North,2023-04-11
C1375,Alice,West.,2022-11-06
C1376,jane doe,Unknown,2022-12-15
C1377,Unknown,Unknown,2020-08-13
C1378,Alice,North,2020-03-07
C1379,John Doe,West,2023-05-05
C1380,jane doe,Unknown,2022-04-14
C1381,Unknown,West,2022-11-12
C1382,J. Smith,East,2022-09-25
C1383,Unknown,North,2020-08-24
C1384,John Doe,Unknown,2022-08-14
C1385,jane doe,South,2022-07-07
C1386,J. Smith,East,2023-03-07
C1387,John Doe,West,2021-04-17
C1388,Unknown,Unknown,2021-07-06
C1389,John Doe,North,2021-11-25
C1390,jane doe,West.,2023-06-06
C1391,bob,South,2020-11-12
C1392,John Doe,West,2021-08-20
C1393,John Doe,East,2022-02-06
C1394,Unknown,North,2022-06-04
C1395,Unknown,South,2021-07-14
C1396,J. Smith,North,2023-05-09
C1397,Unknown,Unknown,2020-09-14
C1398,Alice,West.,2023-04-16
C1399,jane doe,East,2022-01-26
C1400,jane doe,North,2020-05-02
C1401,bob,West,2020-12-07
C1402,bob,Unknown,2023-04-09
C1403,jane doe,Unknown,2022-12-18
C1404,bob,East,2020-09-16
C1405,J. Smith,Unknown,2023-10-28
C1406,Unknown,West,2020-04-04
C1407,jane doe,North,2023-02-22
C1408,bob,East,2020-02-10
C1409,jane doe,Unknown,2020-09-10
C1410,Alice,Unknown,2020-01-07
C1411,John Doe,West,2021-12-28
C1412,Unknown,West.,2020-03-09
C1413,jane doe,West.,2023-01-09
C1414,John Doe,Unknown,2021-06-25
C1415,bob,North,2023-07-09
C1416,John Doe,East,2020-03-29
C1417,Unknown,Unknown,2023-05-16
C1418,jane doe,South,2020-07-31
C1419,Alice,East,2022-04-13
C1420,bob,West.,2020-09-22
C1421,jane doe,Unknown,2022-06-30
C1422,Unknown,West,2020-10-19
C1423,bob,South,2023-05-15
C1424,J. Smith,Unknown,2020-11-28
C1425,John Doe,North,2023-01-05
C1426,Unknown,South,2023-08-04
C1427,J. Smith,Unknown,2022-10-01
C1428,jane doe,North,2020-02-16
C1429,Alice,South,2021-09-13
C1430,bob,North,2023-05-08
C1431,John Doe,North,2021-03-02
C1432,bob,South,2020-07-28
C1433,jane doe,South,2022-06-06
C1434,bob,North,2023-12-14
C1435,John Doe,West.,2020-06-02
C1436,jane doe,South,2021-02-18
C1437,bob,Unknown,2023-10-08
C1438,Alice,East,2023-03-26
C1439,Unknown,West,2023-07-08
C1440,jane doe,North,2023-01-05
C1441,Unknown,North,2022-02-07
C1442,jane doe,West,2022-09-09
C1443,Alice,West.,2023-02-28
C1444,Unknown,West,2021-08-01
C1445,J. Smith,South,2022-01-09
C1446,John Doe,West,2020-06-11
C1447,J. Smith,North,2022-11-04
C1448,bob,West,2023-06-09
C1449,Alice,East,2020-07-13
C1450,J. Smith,Unknown,2021-06-25
C1451,jane doe,South,2020-12-24
C1452,bob,West,2022-04-29
C1453,bob,North,2023-09-16
C1454,J. Smith,Unknown,2021-03-02
C1455,J. Smith,South,2021-05-11
C1456,Alice,North,2022-04-07
C1457,John Doe,West.,2021-04-30
C1458,J. Smith,East,2023-12-07
C1459,J. Smith,West.,2020-11-25
C1460,Unknown,East,2022-06-07
C1461,jane doe,West,2022-09-17
C1462,Unknown,South,2023-03-16
C1463,Unknown,West,2020-09-15
C1464,bob,East,2020-10-18
C1465,John Doe,East,2020-05-22
C1466,jane doe,East,2022-01-16
C1467,Alice,Unknown,2021-09-18
C1468,Alice,North,2023-10-20
C1469,J. Smith,South,2020-03-30
C1470,J. Smith,West,2021-12-20
C1471,Alice,West,2023-04-02
C1472,J. Smith,West.,2021-04-25
C1473,John Doe,East,2020-03-24
C1474,Unknown,East,2023-01-05
C1475,J. Smith,East,2021-11-03
C1476,bob,West,2021-05-31
C1477,J. Smith,West.,2021-04-29
C1478,jane doe,North,2022-02-20
C1479,John Doe,Unknown,2020-04-13
C1480,jane doe,South,2020-12-04
C1481,jane doe,North,2021-11-17
C1482,bob,West,2022-06-18
C1483,John Doe,Unknown,2021-08-29
C1484,John Doe,Unknown,2020-08-10
C1485,John Doe,Unknown,2022-10-29
C1486,John Doe,East,2022-12-12
C1487,John Doe,South,2023-01-05
C1488,bob,West,2021-05-17
C1489,J. Smith,West,2023-09-01
C1490,jane doe,Unknown,2022-04-01
C1491,John Doe,West,2021-09-15
C1492,J. Smith,South,2020-06-13
C1493,J. Smith,South,2023-07-26
C1494,jane doe,West.,2022-11-16
C1495,bob,West.,2022-12-29
C1496,Alice,North,2023-05-26
C1497,Alice,South,2023-10-20
C1498,J. Smith,South,2023-08-22
C1499,Unknown,South,2023-02-21
C1500,Unknown,West.,2020-01-19
C1501,jane doe,Unknown,2023-07-04
C1502,Alice,Unknown,2023-08-12
C1503,J. Smith,West,2022-11-11
C1504,bob,Unknown,2022-09-15
C1505,Alice,East,2021-03-25
C1506,J. Smith,West.,2021-07-05
C1507,J. Smith,South,2022-12-07
C1508,John Doe,Unknown,2021-11-25
C1509,bob,West.,2021-08-09
C1510,John Doe,Unknown,2021-12-21
C1511,jane doe,North,2023-04-21
C1512,John Doe,South,2023-12-29
C1513,John Doe,North,2020-04-16
C1514,Alice,South,2023-04-26
C1515,Unknown,West.,2022-02-14
C1516,J. Smith,West,2023-01-14
C1517,bob,Unknown,2023-03-06
C1518,John Doe,Unknown,2022-06-16
C1519,bob,East,2020-12-01
